uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-P63G8VZ1-L	Information Science & Library Science	 Sciences de l'information & Bibliothéconomie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Information Science & Library Science covers resources on a wide variety of topics, including bibliographic studies, cataloguing, categorization, database construction and maintenance, electronic libraries, information ethics, information processing and management, interlending, preservation, scientometrics, serials librarianship, and special libraries. 		Social Science Citation Index	"categories.wos.raw:(""information science & library science"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-7LWF4BLB-W	International Relations	Relations internationales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	International Relations covers resources concerned with foreign policy, comparative world politics, world commerce and trade, international legal issues, peace studies and conflict resolution, military alliances, and strategic studies. 		Social Science Citation Index	"categories.wos.raw:(""international relations"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-1JWL8WC8-J	Tropical Medicine	Médecine tropicale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Tropical Medicine covers resources on the study and treatment of disease, parasites, and other medical conditions unique to or originating in tropical regions. 		Science Citation Index Expanded	"categories.wos.raw:(""tropical medicine"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-96NTVJHD-M	Language & Linguistics	Langage & Linguistique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Language &amp; Linguistics covers resources relating to theoretical, literary and historical linguistics as well as stylistics and philology. 		Arts and Humanities Citation Index	"categories.wos.raw:(""language & linguistics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-D64W0WZ7-N	Marine & Freshwater Biology	Biologie des eaux douces et des eaux marines	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Marine & Freshwater Biology covers resources concerning many aquatic sciences, including marine ecology and environmental research, aquatic biology, marine pollution and toxicology, aquatic botany and plant management, estuarine and coastal research, diseases of aquatic organisms, molluscan and shellfish research, fish biology and biofouling.		Science Citation Index Expanded	"categories.wos.raw:(""marine & freshwater biology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-4WM1HST5-D	Arts and Humanities Citation Index				Catégorie Web of Science		"categories.wos.raw:(""arts and humanities citation index"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-J8BP4SX5-3	Reproductive Biology	Biologie reproductrice	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Reproductive Biology includes resources that cover reproduction in humans, animals, and plants. This category ranges from the molecular biology of reproduction through reproductive nutrition, immunology, and toxicology. 		Science Citation Index Expanded	"categories.wos.raw:(""reproductive biology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-CV039C2S-Z	Medieval & Renaissance Studies	Etudes médiévales & sur la Renaissance	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Medieval &amp; Renaissance Studies covers resources on architecture, art, history, literature, philosophy, religion, and science in the European and Byzantine contexts from 500 to 1700 CE. Multidisciplinary resources within these geographic and chronological limits will also be included in this category. 		Arts and Humanities Citation Index	"categories.wos.raw:(""medieval & renaissance studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-LF866H33-Q	Literature, German, Dutch, Scandinavian	Littérature, Allemande, Néerlandaise, Scandinave	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Literature, German, Dutch, Scandinavian covers resources that include Germanic literature from Germany, Austria, Switzerland, the Netherlands, Scandinavia, and other German speaking cultures. Some resources focus on two or more of these national literatures, others emphasize one exclusively. 		Arts and Humanities Citation Index	"categories.wos.raw:(""literature, german, dutch, scandinavian"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-PXH12GJP-3	Mining & Mineral Processing	Exploitation minière & Traitement des minerais	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mining & Mineral Processing includes resources on locating and evaluating mineral deposits; designing and constructing mines; developing mining equipment; supervising mining operations and safety; and extracting, cleaning, sizing, and dressing mined material. Relevant topics in this category include exploration and mining geology, rock mechanics, geophysics, and mining science and technology. 		Science Citation Index Expanded	"categories.wos.raw:(""mining & mineral processing"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-6Q0M4T2J-M	Medical Ethics	Ethique médicale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Medical Ethics covers resources on all aspects of ethics in health care and medicine. 		Science Citation Index Expanded	"categories.wos.raw:(""medical ethics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-H8HFTVHJ-T	Dentistry, Oral Surgery & Medicine	Dentisterie, Médecine et Chirurgie buccales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Dentistry, Oral Surgery & Medicine covers resources on the anatomy, physiology, biochemistry, and pathology of the teeth and oral cavity. This category includes specific resources on periodontal disease, dental implants, oral and maxillofacial surgery, oral pathology, and oral surgery. Coverage also includes resources on community dentistry, public health dentistry, and pediatric dentistry. 		Science Citation Index Expanded	"categories.wos.raw:(""dentistry, oral surgery & medicine"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-9VJ3VTH5-H	Physics, Applied	Physique, Appliquée	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Physics, Applied covers those resources dealing with the applications of condensed matter, optics, vacuum science, lasers, electronics, cryogenics, magnets and magnetism, acoustical physics, and mechanics. This category also may include resources on physics applications to other sciences, engineering, and industry. 		Science Citation Index Expanded	"categories.wos.raw:(""physics, applied"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-9P3GF73C-M	Otorhinolaryngology	Otorhinolaryngologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Otorhinolaryngology covers resources on basic and clinical research and medicine of the ears, nose and throat.  		Science Citation Index Expanded	"categories.wos.raw:(""otorhinolaryngology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-G61JWZMG-4	Computer Science, Cybernetics	Science informatique, Cybernétique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Computer Science, Cybernetics includes resources that focus on the control and information flows within and between artificial (machine) and biological systems. Resources in this category draw from the fields of artificial intelligence, automatic control, and robotics. 		Science Citation Index Expanded	"categories.wos.raw:(""computer science, cybernetics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-V48XH4DB-X	Engineering, Biomedical	Génie, Biomédical	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Biomedical covers resources that apply engineering technology to solving medical problems. Resources in this category span a wide range of applications including applied biomechanics, biorheology, medical imaging, medical monitoring equipment, artificial organs, and implanted materials and devices. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, biomedical"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-G1MWF61C-2	Dermatology 	Dermatologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Dermatology covers resources on the anatomy, physiology, and pathology of the skin. It contains resources on investigative and experimental dermatology, contact dermatitis, dermatologic surgery, dermatologic pathology, and dermatologic oncology. This category also includes specific resources on burns, wounds and leprosy.		Science Citation Index Expanded	"categories.wos.raw:(""dermatology "")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-WPH0G74N-K	Peripheral Vascular Disease	Maladie vasculaire périphérique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Peripheral Vascular Disease covers resources on arterial occlusive disease (atherosclerosis or hardening of the arteries), venous obstruction and clotting, venous incompetence/insufficiency, cerebrovascular disease, aneurysms, vasospastic disorders, and other vascular disorders. This category also covers hypertension, circulation, and stroke. Resources on the diagnosis, treatment, and prevention of heart diseases are covered in the Cardiac & Cardiovascular Systems category.		Science Citation Index Expanded	"categories.wos.raw:(""peripheral vascular disease"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-KXKG2X3H-N	Agriculture, Multidisciplinary	Agriculture , Multidisciplinaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Agriculture, Multidisciplinary covers resources having a general or interdisciplinary approach to the agricultural sciences. Regional and multi-subject resources are also covered. 		Science Citation Index Expanded	"categories.wos.raw:(""agriculture, multidisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-BX67MN62-X	Physics, Mathematical	Physique, Mathématique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Physics, Mathematical includes resources that focus on mathematical methods in physics. It includes resources on logic, set theory, algebra, group theory, function theory, analysis, geometry, topology, and probability theory that have applications in physics. 		Science Citation Index Expanded	"categories.wos.raw:(""physics, mathematical"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
