uri	Nom Etablissement	Type d'Etablissement	Site internet	Alignement data.bnf	Adresse	Rue 	Ville	Pays	Code Postal	Titre du jeu de données	Description	Modèle conceptuel	Créateur	Editeur	Licence	idp-esr-renater	Source de la licence	Date de création	Date de modification
uid:/ABES4OW6QR5FD	VetAgro Sup.Campus vétérinaire de Lyon	Ecoles de formation spécialisée	www.vetagro-sup.fr/fr/			1 avenue Bourgelat -  - 	MARCY L'ETOILE - 	France	69280	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDE6W2DJ4L	VetAgro Sup Campus Agronomique de Clermont-Ferrand	Ecoles de formation spécialisée	www.vetagro-sup.fr/fr/			VetAgro Sup Campus Agronomique de Clermont  89 Avenue de l’Europe -  - BP 35	LEMPDES - 	France	63370	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES2IJ1Q7DNC	Université Toulouse 1 Capitole	Universités	http://www.univ-tlse1.fr	http://data.bnf.fr/ark:/12148/cb118657978		2 rue du Doyen-Gabriel-Marty -  - 	TOULOUSE - Cedex 9	France	31042	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3OF4BUB0Y	Université Savoie Mont Blanc	Universités	https://www.univ-smb.fr	http://data.bnf.fr/ark:/12148/cb11863008d		Site de Jacob-Bellecombette - Bâtiment 15 (Bibliothèque) - BP 1104	CHAMBERY - 	France	73011	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5MH8APKFB	Université Pierre et Marie Curie	Universités	http://www.upmc.fr	http://data.bnf.fr/ark:/12148/cb11865824b		Bibliothèque numérique   Bâtiment F74 – mezzanine  4, place Jussieu   -  - 	PARIS  - Cedex 5	France	75252	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESCGRIG95TI	ISAE Institut Supérieur de l'Aéronautique et de l'Espace	Ecoles d'ingénieurs	https://www.isae-supaero.fr	http://data.bnf.fr/ark:/12148/cb16186059x		10 avenue Edouard Belin -  - BP 54032	TOULOUSE - Cedex 4	France	31055	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESAZPCN1HEO	IRSTEA	EPIC/EPST	http://www.irstea.fr	http://data.bnf.fr/ark:/12148/cb165741178		1 rue Pierre Gilles de Gennes -  - 	ANTONY - 	France	92761	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESUY4YT4HU4	INSTITUT PAOLI CALMETTES	ESPIC	www.institutpaolicalmettes.fr			232, Bd Sainte Marguerite - -  - BP 156	MARSEILLE - Cedex 9	France	13273	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESG20EV62ZK	Institut National Polytechnique de Toulouse	Ecoles d'ingénieurs	http://www.inp-toulouse.fr	http://data.bnf.fr/ark:/12148/cb11864570f		6 allée Emile Monso -  - BP 34038	TOULOUSE - Cedex 4	France	31029	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESGVW6HKIJT	Institut National des Sciences Appliquées de Toulouse	Ecoles d'ingénieurs	http://www.insa-toulouse.fr	http://data.bnf.fr/ark:/12148/cb11864564h		135 avenue de Rangueil -  - 	TOULOUSE - Cedex 4	France	31077	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES4G84Y55XS	Institut national de la transfusion sanguine	GIP	https://www.ints.fr/			6 rue Alexandre Cabanel -  - 	PARIS - Cedex 15	France	75739	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESEM8CZR6W4	URFIST de Bordeaux   (Département Documentation - Pres Université de   Bordeaux)	Universités	weburfist.univ-bordeaux.fr			4 avenue Denis Diderot  -  - 	PESSAC - Cedex 1	France	33607	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3RVJRUFGO	Institut français d'archéologie orientale	Enseignement Supérieur et Recherche	http://www.ifao.egnet.net	http://data.bnf.fr/ark:/12148/cb118644589		13 Rue Louveau  - IFAO Bibliothèque. Ambafrance Le Caire.  - 	CHÂTILLON  - Cedex 1	France	92438	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESA13I5Z6L9	Institut d'études politiques de Bordeaux	Grands établissements publics	http://www.sciencespobordeaux.fr	http://data.bnf.fr/ark:/12148/cb11864375m		11 Allée Ausone -  - 	PESSAC - 	France	33607	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES4SV5FC841	Institut des Hautes Études Scientifiques	Fondations	http://www.ihes.fr	http://data.bnf.fr/ark:/12148/cb12298764r		Le Bois Marie  35, route de Chartres -  - 	BURES-SUR-YVETTE - 	France	91440	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESKAL1Q31LH	Institut de veille sanitaire	EPA - Agence sanitaire	http://www.invs.sante.fr	http://data.bnf.fr/ark:/12148/cb13512760x		12 rue du Val d'Osne -  - 	SAINT-MAURICE - 	France	94415	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESKRZ5SY4PS	Institut de Radioprotection et de Sûreté nucléaire	EPIC/EPST	http://www.irsn.org	http://data.bnf.fr/ark:/12148/cb144121607		31 av de la Division Leclerc -  - BP17	FONTENAY-AUX-ROSES - 	France	92262	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3EM5QO8L5	Institut de France	Grands établissements publics	http://www.institut-de-france.fr	http://data.bnf.fr/ark:/12148/cb11864390h		23 quai de Conti -  - CS 90618	PARIS - Cedex 6	France	75270	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES95X6P39HB	Institut de Formation en Soins Infirmiers Groupe Public de Santé Perray Vaucluse	Grands établissements publics	www.perrayvaucluse.fr/professionnels/ifsi-195.html			Rue Rivoli -  - BP 13	EPINAY SUR ORGE - 	France	91360	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES2LY3NK8WQ	Institut de Formation en Soins Infirmiers de Narbonne IFSI	Enseignement Supérieur et Recherche	https://www.infirmiers.com/concours-ifsi-infirmier/dates-concours-ifsi/ifsi-du-centre-hospitalier-de-narbonne.html			12 quai Dillon -  - BP 824	NARBONNE - 	France	11108	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES8JADMJ29W	INSTITUT DE CANCEROLOGIE DE LORRAINE	CENTRE DE LUTTE CONTRE LE CANCER	http://www.icl-lorraine.fr	http://data.bnf.fr/ark:/12148/cb118739292		6 AVENUE DE BOURGOGNE -  - CS 30519	VANDOEUVRE LES NANCY - 	France	54519	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESF3PEBJ3TL	Université Toulouse-Jean Jaurès	Universités	http://www.univ-tlse2.fr	http://data.bnf.fr/ark:/12148/cb118657738		5 Allées Antonio Machado -  - BP 40650	TOULOUSE - 	France	31106	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESCS889C9NO	Institut Claudius Regaud	EPIC/EPST	http://www.claudiusregaud.fr	http://data.bnf.fr/ark:/12148/cb133315110		20-24, rue du Pont Saint-Pierre -  - 	TOULOUSE - Cedex 9	France	31052	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES9XM70Z658	Institut Catholique d'Etudes Supérieures	Enseignement Supérieur et Recherche	http://ices.fr	http://data.bnf.fr/ark:/12148/cb122329967		17 Boulevard des Belges -  - BP 691	LA ROCHE SUR YON - 	France	85017	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESAEBA0Z2PY	Institut Agronomique Méditerranéen de Montpellier	Enseignement Supérieur et Recherche	http://www.iamm.fr/	http://data.bnf.fr/ark:/12148/cb11864344b		3191 route de Mende -  - 	MONTPELLIER - Cedex 5	France	34093	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES4LJHFAJIN	INSEEC ALPES SAVOIE	Ecoles de management	https://www.inseec.com			Savoie Technolac -  - 	LE BOURGET DU LAC - 	France	73381	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESG9MEDR4Q7	INSA Institut National des Sciences Appliquées Strasbourg	Ecoles d'ingénieurs	www.insa-strasbourg.fr	http://data.bnf.fr/ark:/12148/cb14547206q		24 Bld de la Victoire -  - 	STRASBOURG - Cedex 1	France	67084	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES6FL2ZH9TE	INSA Institut National des Sciences Appliquées Rennes	Ecoles d'ingénieurs	http://www.insa-rennes.fr	http://data.bnf.fr/ark:/12148/cb135071023		20 avenue des Buttes de Coësmes -  - 	RENNES - 	France	35708	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESK7IHUW4JS	INSA Institut National de Sciences Appliquées Rouen	Ecoles d'ingénieurs	http://www.insa-rouen.fr	http://data.bnf.fr/ark:/12148/cb12233386h		Avenue de l'Université -  - BP 8	SAINT ETIENNE DU ROUVRAY - 	France	76800	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
