uri	Nom Etablissement	Type d'Etablissement	Site internet	Alignement data.bnf	Adresse	Rue 	Ville	Pays	Code Postal	Titre du jeu de données	Description	Modèle conceptuel	Créateur	Editeur	Licence	idp-esr-renater	Source de la licence	Date de création	Date de modification
uid:/ABESGC61SY9VU	INSA Centre Val de Loire	Ecoles d'ingénieurs	http://www.insa-centrevaldeloire.fr	http://data.bnf.fr/ark:/12148/cb170906688		88, BD LAHITOLLE Technopole Lahitolle -  - CS 60013	BOURGES  - Cedex 1	France	18022	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES8PTG6A1VH	INRIA	EPIC/EPST	http://www.inria.fr	http://data.bnf.fr/ark:/12148/cb11872796d		Domaine de Voluceau  Rocquencourt -  - BP 105	LE CHESNAY - 	France	78153	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3CR6PW4KU	INRA Institut National de la Recherche Agronomique	EPIC/EPST	http://www.inra.fr	http://data.bnf.fr/ark:/12148/cb118645128		DIST RD10 - Route de Saint-Cyr -  - 	VERSAILLES CEDEX - 	France	78000	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES7WJCBGA4A	INHA Institut National d'histoire de l'Art	Enseignement Supérieur et Recherche	http://www.inha.fr	http://data.bnf.fr/ark:/12148/cb14472196g		2, rue Vivienne, -  - 	PARIS - 	France	75002	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESC9KHEP3KQ	INED - Institut national d'études démographiques	EPIC/EPST	http://www.ined.fr	http://data.bnf.fr/ark:/12148/cb118685398		133 Boulevard Davout -  - 	PARIS - Cedex 20	France	75980	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESJHNEDJ4SN	IGN Institut national de l'information géographique et forestière	Grands établissements publics	http://www.ign.fr	http://data.bnf.fr/ark:/12148/cb16581477f		73 avenue de Paris -  - 	SAINT MANDE  - Cedex 1	France	94165	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDQIGAM7WX	IFSTTAR - Institut Français des Sciences et Technologies des Transports, de l’Aménagement et des Réseaux	EPIC/EPST	 http://www.ifsttar.fr	http://data.bnf.fr/ark:/12148/cb16276809j		14-20 Boulevard Newton   -  - 	Champs sur Marne - Cedex 2	France	77420	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESC4GIDOGVF	IFSI/OFAS de Carcassonne	Ecoles de formation spécialisée	http://www.ch-carcassonne.fr/ifsi.html			1060 chemin de la madeleine -  - CS40001	CARCASSONNE - 	France	11010	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESCYAEWSDJN	HOSPICES CIVILS DE LYON  Documentation Centrale	Hôpitaux universitaires	https://documentationcentrale.docchu-lyon.fr			3-5, Avenue Esquirol -  - 	LYON - Cedex 3	France	69424	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESC9Z4C3EBQ	Hopitaux de Toulouse	Hôpitaux universitaires	http://www.chu-toulouse.fr/			2 rue Viguerie  - TSA 80035 - 	TOULOUSE - Cedex 9	France	31059	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5Z65DG71F	INSA Institut National des Sciences Appliquées Lyon	Ecoles d'ingénieurs	http://www.insa-lyon.fr	http://data.bnf.fr/ark:/12148/cb118645635		20, avenue Albert Einstein -  - 	VILLEURBANNE  - Cedex 1	France	69621	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5UKB8Q9SF	﻿HEC Paris	Ecoles de management	http://www.hec.fr/	http://data.bnf.fr/ark:/12148/cb11874086n		1 rue de la Liberation -  - 	JOUY-EN-JOSAS - 	France	78351	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES7YQ7OU3XE	GRENOBLE ECOLE DE MANAGEMENT	Ecoles de management	http://www.grenoble-em.com	http://data.bnf.fr/ark:/12148/cb13183678q		12, rue Pierre Sémard -  - BP 127	GRENOBLE - Cedex 1	France	38003	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESGUP961KBD	Genes / Ensai - Ecole nationale de la statistique et de l’analyse de l’information	Ecoles d'ingénieurs	http://www.ensai.fr/			Rue Blaise Pascal - Campus de Ker Lann - BP 37203	BRUZ - Cedex 1	France	35172	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES9WYIJACD3	Université Paul Sabatier Toulouse 3	Universités	http://www.ups-tlse.fr	http://data.bnf.fr/ark:/12148/cb11865820z		118 route de Narbonne -  - 	TOULOUSE - Cedex 9	France	31062	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESEM499M6TB	France Business School - Campus d'Amiens	Ecoles de management	www.esc-amiens.com			18 place Saint Michel -  - 	AMIENS - Cedex 1	France	80038	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDES1X1JIR	Fondation Maison des sciences de l'homme	Fondations	http://www.fmsh.fr	http://data.bnf.fr/ark:/12148/cb11870446j		190 avenue de France -  - CS 71345	PARIS  - Cedex 13	France	75648	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESFJU6NY3KI	Etablissement Français du Sang	EPIC/EPST	http://www.dondusang.net	http://data.bnf.fr/ark:/12148/cb13574582d		20 avenue du Stade de France -  - 	LA PLAINE SAINT DENIS - 	France	93218	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES6233LU6TQ	ESSCA Ecole de Management	Ecoles de management	http://www.essca.fr	http://data.bnf.fr/ark:/12148/cb12159787n		1 rue Lakanal -  - BP 40348	ANGERS - Cedex 1	France	49003	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDWWF6S8KM	IFREMER	EPIC/EPST	http://www.ifremer.fr	http://data.bnf.fr/ark:/12148/cb118828094		Technopôle Brest Iroise -  - BP 70	PLOUZANÉ - 	France	29280	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES7XJ4TRFFC	ESIEE Paris	Ecoles d'ingénieurs	www.esiee.fr	http://data.bnf.fr/ark:/12148/cb121583608		Cité Descartes   2, boulevard Blaise Pascal -  - BP 99	NOISY-LE-GRAND - Cedex 1	France	93162	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESH3C2PA8PQ	IFSI du Pays d'Erstein	Ecoles de formation spécialisée	https://www.ifsi-pays-erstein.fr			2 rue de la laine peignée -  - 	ERSTEIN - 	France	67150	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDRH2Y12TU	EPS VILLE EVRARD	ETABLISSEMENT PUBLIC DE SANTE	www.eps-ville-evrard.fr	http://data.bnf.fr/ark:/12148/cb13180373f		202 avenue Jean Jaurès -  - 	NEUILLY SUR MARNE - 	France	93332	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
