uri	Nom de la catégorie	Source de la catégorie	Libellé en français	Description	Est tête d'arborescence	Terme Générique	Terme Spécifique	Cet item dans catégorie INIST	Cette ressource dans ISTEX	Nom du jeu de données	Description du jeu de données	Modèle conceptuel	Créateur	Editeur	Date de Création	Licence	Site de la licence
ark:/67375/Q4W-5ZXTK682-X	Endocrinology & Metabolism	http://www.science-metrix.com/fr/classification	Endocrinologie et métabolisme	L'endocrinologie est la science de la médecine qui étudie les hormones. Son nom signifie : l'étude (logos) de la sécrétion (crine) interne (endo). 2)Le métabolisme est l'ensemble des réactions chimiques qui se déroulent au sein d'un être vivant pour lui permettre notamment de se maintenir en vie, de se reproduire, de se développer et de répondre aux stimulus de son environnement.  		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-Q1P286P1-M	"categories.scienceMetrix.raw:(""endocrinology & metabolism"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-572RB6G2-7	Speech-Language Pathology & Audiology	http://www.science-metrix.com/fr/classification	Orthophonie et audiologie	1)L'orthophonie (ortho : « correct », phonè : « voix »), ou logopédie (logos : « parole », paideia : « éducation ») en Belgique et en Suisse, est un champ d'expertise spécialisé dans l'évaluation et le traitement des troubles de la communication liés à la voix, à la parole et au langage oral et écrit. Le champ d'expertise de l'orthophonie inclut aussi les troubles de la déglutition et de motricité bucco-faciale. 2)L'audiologie est une branche de la science qui étudie l'audition. 		Public Health & Health Services		https://inist-category.data.istex.fr/ark:/67375/RZL-3QQXJ1CP-H	"categories.scienceMetrix.raw:(""speech-language pathology & audiology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-6ZWXL0RH-4	Chemical Physics	http://www.science-metrix.com/fr/classification	Physico-chimie	La physico-chimie est une sous-discipline de la chimie et de la physique qui étudie les phénomènes physico-chimiques en utilisant des techniques de la physique atomique et moléculaire et de la physique de la matière condensée. En somme, c'est la branche de la physique qui étudie la nature physique de la chimie. À la frontière entre la chimie et la physique, la physico-chimie se différencie de la chimie physique en ce sens qu'elle se concentre avant tout sur des éléments et des théories caractéristiques de la physique. 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-CQ66GD5G-R	"categories.scienceMetrix.raw:(""chemical physics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-WND43FL3-0	Social Sciences Methods	http://www.science-metrix.com/fr/classification	Méthodes des sciences sociales			Social Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""social sciences methods"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-Q7SX166N-3	Substance Abuse	http://www.science-metrix.com/fr/classification	Abus de substances	Un abus de substances (abus substantiel ou troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives) se réfère à un niveau comportemental caractérisé par l'abus (c'est-à-dire l'usage excessif) d'une ou plusieurs substances considérées comme addictives. 		Public Health & Health Services		https://inist-category.data.istex.fr/ark:/67375/RZL-TV70PFT8-K	"categories.scienceMetrix.raw:(""substance abuse"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-M0P8VJWQ-T	Social Sciences	http://www.science-metrix.com/fr/classification	Sciences sociales			Economic & Social Sciences	Criminology ;  Cultural Studies ; Demography ; Education ; Family Studies ; Gender Studies ; Geography ; Information & Library Sciences ; International Relations ; Law ; Political Science & Public Administration ; Science Studies ; Social Sciences Methods ; Social Work ;	https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""social sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-0GL924CZ-T	Economic & Social Sciences	http://www.science-metrix.com/fr/classification	Sciences économiques & sociales		Catégorie  Sciences Metrics			https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""economic & social sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-V2FDZ5QB-J	Tropical Medicine	http://www.science-metrix.com/fr/classification	Médecine tropicale	La médecine tropicale est comme son nom l’indique une branche de la médecine consacrée aux affections typiques des zones tropicales (les « maladies tropicales »). Elle concerne ces zones elles-mêmes mais aussi et de plus en plus le monde entier, en raison de la mondialisation et l’accélération des transports de biens et personnes, qui contribuent à diffuser sur toute la planète des pathogènes et leurs vecteurs. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-HRV9MLJH-T	"categories.scienceMetrix.raw:(""tropical medicine"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-86BX5JHN-B	Health Sciences	http://www.science-metrix.com/fr/classification	Sciences de la santé		Catégorie  Sciences Metrics			https://inist-category.data.istex.fr/ark:/67375/RZL-MZFQGD7K-2	"categories.scienceMetrix.raw:(""health sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8B02JZTL-C	Allergy	http://www.science-metrix.com/fr/classification	Allergologie	L'allergologie est une spécialité médicale de fonction prenant en charge les maladies provoquées par une réponse spécifique anormale de l'organisme à son environnement normalement bien toléré.		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-0GXZ07J3-9	"categories.scienceMetrix.raw:(""allergy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-KB0QL5TH-4	Economic Theory	http://www.science-metrix.com/fr/classification	Théorie économique	Selon l'économiste français Raymond Barre1, la théorie économique est l'une des composantes de la Science Économique. Elle correspond à la seconde étape de la mise en œuvre de cette discipline. La science économique implique en effet une démarche rigoureuse qui s'organise en 4 stades successifs : « L'observation économique ; la théorie et l'analyse économiques ; l'orientation de la politique économique ; les règles d'utilisation optimales».		Economics & Business			"categories.scienceMetrix.raw:(""economic theory"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-2VLN74ND-F	Applied Ethics	http://www.science-metrix.com/fr/classification	Éthique appliquée	L'éthique appliquée est une branche de l'éthique qui applique ses principes à un ensemble particulier de circonstances et de pratiques, au regard des critères généraux de l'éthique. 		Philosophy & Theology		https://inist-category.data.istex.fr/ark:/67375/RZL-151QXCJW-P	"categories.scienceMetrix.raw:(""applied ethics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-FPZSL46W-G	Evolutionary Biology	http://www.science-metrix.com/fr/classification	Biologie de l'évolution	La biologie de l’évolution aussi nommée biologie évolutive est le domaine de la biologie qui vise à comprendre les scénarios et les mécanismes de l’évolution des espèces. 		Biology		https://inist-category.data.istex.fr/ark:/67375/RZL-QZTVMHGX-W	"categories.scienceMetrix.raw:(""evolutionary biology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-SDKKFP3R-P	Demography	http://www.science-metrix.com/fr/classification	Démographie	La démographie (en grec δημογραφία, du grec ancien δήμος = demos signifiant « peuple » et de γραφή = graphein « écrire ») est l'étude quantitative des caractéristiques des populations et de leurs dynamiques, à partir de thèmes telles que la natalité, la fécondité, la mortalité, la nuptialité (ou conjugalité) et la migration. 		Social Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-FFM938SZ-6	"categories.scienceMetrix.raw:(""demography"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8KK3MC0L-Q	Chemical Engineering	http://www.science-metrix.com/fr/classification	Génie chimique	Le génie chimique, ou génie des procédés physico-chimiques, désigne l'application de la chimie physique à l'échelle industrielle.		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-804087BL-3	"categories.scienceMetrix.raw:(""chemical engineering"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-NV82ZJ2R-Z	Criminology	http://www.science-metrix.com/fr/classification	Criminologie	La criminologie est l'étude scientifique de la nature, des causes, du développement et du contrôle criminel à la fois d'un point de vue individuel et social. C'est un champ interdisciplinaire qui étudie le phénomène criminel et qui fait appel à de nombreuses disciplines allant de la psychologie, au droit en passant par la sociologie (en particulier dans le domaine de la sociologie de la déviance) ou l'économie. 		Social Sciences			"categories.scienceMetrix.raw:(""criminology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-G25X54GG-N	Biochemistry & Molecular Biology	http://www.science-metrix.com/fr/classification	Biochimie et biologie	1)La biochimie est l'étude des réactions chimiques qui se déroulent au sein des êtres vivants, et notamment dans les cellules. La complexité des processus chimiques biologiques est contrôlée à travers la signalisation cellulaire et les transferts d'énergie au cours du métabolisme. 2)La biologie (du grec bios « la vie » et logos, « discours ») est la science du vivant. Elle recouvre une partie des sciences de la nature et de l'histoire naturelle des êtres vivants.  		Anatomy & Morphology		https://inist-category.data.istex.fr/ark:/67375/RZL-MCRJ3BQH-2	"categories.scienceMetrix.raw:(""biochemistry & molecular biology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8DKLQRSK-F	Optoelectronics & Photonics	http://www.science-metrix.com/fr/classification	Optoélectronique et photonique	1) L'opto-électronique est à la fois une branche de l'électronique et de la photonique. Elle concerne l'étude des composants électroniques qui émettent ou interagissent avec la lumière. À savoir: un senseur optique qui capte l'information, une carte électronique qui traite selon un logiciel déterminé les émissions dudit senseur et un relais qui produit les effets attendus. 2) La photonique est la branche de la physique concernant l'étude et la fabrication de composants permettant la génération, la transmission, le traitement (modulation, amplification) ou la conversion de signaux optiques. Elle étudie les photons indifféremment comme onde ou comme corpuscule. Le domaine d'étude de la photonique va de l'ultraviolet proche à l'infrarouge lointain, bien que la majorité des applications de la photonique résident dans le domaine du spectre visible.		Enabling & Strategic Technologies		https://inist-category.data.istex.fr/ark:/67375/RZL-76W60V6P-M	"categories.scienceMetrix.raw:(""optoelectronics & photonics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-LDBMDMVP-6	Agriculture, Fisheries & Forestry	http://www.science-metrix.com/fr/classification	Agriculture, pêcherie & foresterie			Applied Sciences	Agronomy & Agriculture ; Dairy & Animal Science ; Fisheries ; Food Science Forestry ; Horticulture ; Veterinary Sciences ; Veterinary Sciences	https://inist-category.data.istex.fr/ark:/67375/RZL-XK5431GV-1	"categories.scienceMetrix.raw:(""agriculture, fisheries & forestry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-0D05BZ8Q-V	Art Practice, History & Theory	http://www.science-metrix.com/fr/classification	Histoire, théorie et pratique des arts	On appelle arts visuels (en anglais : visual arts) les arts qui produisent des objets perçus essentiellement par l'œil. La notion englobe les arts plastiques traditionnels (les anciens beaux-arts dégagés de la notion restrictive d'esthétique, comme du « beau »), auxquels s'ajoutent les techniques nouvelles : la photographie, le cinéma, l'art vidéo et l'art numérique, mais aussi les arts appliqués et les arts décoratifs (art textile,design, marqueterie...) et l'architecture. 		Visual & Performing Arts		https://inist-category.data.istex.fr/ark:/67375/RZL-LQTWLQ2W-2	"categories.scienceMetrix.raw:(""art practice, history & theory"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-KQPJZR9X-J	Geology	http://www.science-metrix.com/fr/classification	Géologie	La géologie (du grec ancien gê, la Terre, et logos, le discours) est la science dont le principal objet d'étude est la Terre, et plus particulièrement la lithosphère.Discipline majeure des sciences de la Terre, elle se base en premier lieu sur l'observation, puis établit des hypothèses permettant d'expliquer l'agencement des roches et des structures les affectant afin d'en reconstituer l'histoire et les processus en jeu. Le terme « géologie » désigne également l'ensemble des caractéristiques géologiques d'une région, et s'étend à l'étude de ces dernières des astres.		Earth & Environmental Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-FNQQ6QG3-S	"categories.scienceMetrix.raw:(""geology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-540MDFN6-5	General Arts, Humanities & Social Sciences	http://www.science-metrix.com/fr/classification	Arts et sciences humaines et sociales, général	1)Les arts représentent une forme de l'expression humaine, généralement influencée par la culture et entraînée par une impulsion créatrice humaine. Les éléments majeurs des arts sont la littérature, le spectacle vivant, dont la musique, la danse et le théâtre, les arts culinaires telles que, par exemple, la cuisine, la chocolaterie et la vinification, les arts médiatiques comme la photographie et le cinéma ainsi que les arts visuels qui comprennent le dessin, la peinture et la sculpture. 2)Les sciences humaines et sociales sont un ensemble de disciplines étudiant divers aspects de la réalité humaine.  				https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""general arts, humanities & social sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-GVM62GXW-9	Anesthesiology	http://www.science-metrix.com/fr/classification	Anesthésiologie	L’anesthésiologie comprend actuellement l’étude concomitante de l’anesthésie proprement dite et celle de la réanimation.		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-SBJB5324-0	"categories.scienceMetrix.raw:(""anesthesiology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-9TPPT296-V	Building & Construction	http://www.science-metrix.com/fr/classification	Bâtiments et construction			Built Environment & Design		https://inist-category.data.istex.fr/ark:/67375/RZL-0GLS0ZKS-L	"categories.scienceMetrix.raw:(""building & construction"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-S62KGGWX-1	General Chemistry	http://www.science-metrix.com/fr/classification	Chimie générale	La chimie générale est la spécialité de la chimie qui, au-delà des innombrables composés chimiques, étudie les principaux processus dans lesquels ils entrent en jeu. 		Chemistry		https://inist-category.data.istex.fr/ark:/67375/RZL-CQ66GD5G-R	"categories.scienceMetrix.raw:(""general chemistry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
