uri	Nom de la catégorie	Source de la catégorie	Libellé en français	Description	Est tête d'arborescence	Terme Générique	Terme Spécifique	Cet item dans catégorie INIST	Cette ressource dans ISTEX	Nom du jeu de données	Description du jeu de données	Modèle conceptuel	Créateur	Editeur	Date de Création	Licence	Site de la licence
ark:/67375/Q4W-26FSXXWJ-G	Agricultural Economics & Policy	http://www.science-metrix.com/fr/classification	Économie et politique de l'agriculture	L’économie agricole est la partie de l’économie ou de la science économique qui concerne l’agriculture. L’économie agricole est donc la direction économique qui gère les différents aspects de l’agriculture et du milieu en général. Cette étude concernant l’utilisation optimale du sol s’avère être en corrélation avec les besoins humains. 		Economics & Business			"categories.scienceMetrix.raw:(""agricultural economics & policy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-395DQF3C-R	Analytical Chemistry	http://www.science-metrix.com/fr/classification	Chimie analytique	La chimie analytique est la partie de la chimie qui concerne l'analyse des produits, c'est-à-dire l'identification et la caractérisation de substances chimiques connues ou non. La substance chimique dont on cherche à déterminer les propriétés est appelée analyte. 		Chemistry		https://inist-category.data.istex.fr/ark:/67375/RZL-60DM5NXZ-N	"categories.scienceMetrix.raw:(""analytical chemistry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-92ZB6QLS-X	Nanoscience & Nanotechnology	http://www.science-metrix.com/fr/classification	Nanoscience et nanotechnologie	Les nanosciences et nanotechnologies (d’après le grec νάνος nain), ou NST, peuvent être définies au minimum comme l’ensemble des études et des procédés de fabrication et de manipulation de structures (électroniques, chimiques…), de dispositifs et de systèmes matériels à l’échelle du nanomètre (nm), ce qui est l’ordre de grandeur de la distance entre deux atomes.		Enabling & Strategic Technologies			"categories.scienceMetrix.raw:(""nanoscience & nanotechnology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-6BST0BZQ-3	Networking & Telecommunications	http://www.science-metrix.com/fr/classification	Réseautique et télécommunications			Information & Communication Technologies		https://inist-category.data.istex.fr/ark:/67375/RZL-BL8MKLL6-D	"categories.scienceMetrix.raw:(""networking & telecommunications"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8BPSDZQ4-5	Nuclear & Particles Physics	http://www.science-metrix.com/fr/classification	Physique des particules et nucléaire	1)La physique des particules ou la physique subatomique est la branche de la physique qui étudie les constituants élémentaires de la matière et les rayonnements, ainsi que leurs interactions. On l'appelle aussi parfois physique des hautes énergies. 2)La physique nucléaire étudie le noyau atomique (élaboration d'un modèle théorique) et la façon dont il interagit lorsqu'une particule arrive « à proximité ». 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-MPHQK63Z-1	"categories.scienceMetrix.raw:(""nuclear & particles physics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-V6GB0K9G-3	Nursing	http://www.science-metrix.com/fr/classification	Soins infirmiers	Les soins infirmiers sont définis au sens large comme « une attention, une application envers quelqu’un ou quelque chose ». Le mot soin prend alors le sens de « moyens par lesquels on s’efforce de rendre la santé à un malade ». 		Public Health & Health Services			"categories.scienceMetrix.raw:(""nursing"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-1KTL9QSW-5	Psychoanalysis	http://www.science-metrix.com/fr/classification	Psychanalyse	La psychanalyse est, selon la définition classique qu'en a donnée Sigmund Freud : -un procédé d'investigation des processus psychiques, qui autrement sont à peine accessibles ; -une méthode de traitement des troubles névrotiques ou psychotiques, qui se fonde sur cette investigation, également nommée la cure psychanalytique ; -une série de conceptions ayant trait au psychisme, acquises par ces moyens et qui fusionnent progressivement en une discipline scientifique nouvelle.		Psychology & Cognitive Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-ZZDWL8HZ-Z	"categories.scienceMetrix.raw:(""psychoanalysis"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-0DS4BB3K-7	Bioinformatics	http://www.science-metrix.com/fr/classification	Bioinformatique	La bio-informatique est un champ de recherche multi-disciplinaire où travaillent de concert biologistes, médecins, informaticiens, mathématiciens, physiciens et bioinformaticiens, dans le but de résoudre un problème scientifique posé par la biologie. 		Enabling & Strategic Technologies		https://inist-category.data.istex.fr/ark:/67375/RZL-8M8B7F99-Z	"categories.scienceMetrix.raw:(""bioinformatics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-19K8SBCT-W	Public Health	http://www.science-metrix.com/fr/classification	Santé publique	La santé publique peut être définie de diverses manières. On peut en effet la présenter comme « l'étude, d'une part, des déterminants physiques, psychosociaux et socioculturels de la santé de la population et d'autre part des actions en vue d'améliorer la santé de la population. » Ou encore, comme « une activité organisée de la société visant à promouvoir, à protéger, à améliorer et, le cas échéant, à rétablir la santé de personnes, de groupes ou de la population entière».		Public Health & Health Services		https://inist-category.data.istex.fr/ark:/67375/RZL-S1PZL8XH-8	"categories.scienceMetrix.raw:(""public health"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-6BT6CBQB-Q	Numerical & Computational Mathematics	http://www.science-metrix.com/fr/classification	Mathématiques computationnelles et numériques			Mathematics & Statistics		https://inist-category.data.istex.fr/ark:/67375/RZL-QQSMRB4F-S	"categories.scienceMetrix.raw:(""numerical & computational mathematics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-FT7LQ3H4-T	Strategic, Defence & Security Studies	http://www.science-metrix.com/fr/classification	Études stratégiques et de sécurité	Les études stratégiques sont l'étude des relations entre la guerre, la géographie et la politique. Elles se concentrent sur la puissance militaire des États pour construire une analyse des interactions interétatiques et transnationales. 		Enabling & Strategic Technologies			"categories.scienceMetrix.raw:(""strategic, defence & security studies"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-4FPC5GVQ-B	Automobile Design & Engineering	http://www.science-metrix.com/fr/classification	Conception et génie automobile	La conception d'une automobile est le travail effectué par une équipe pluridisciplinaire composée d'ingénieurs, de spécialistes de l'ergonomie, de stylistes intérieurs et extérieurs, de modélistes ou maquettistes et de spécialistes du marketing qui fixent les contraintes et les attentes liées au style, pour mener à la réalisation d'une automobile. 		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-QG9R5T8Q-7	"categories.scienceMetrix.raw:(""automobile design & engineering"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-J2JZPVK1-G	Environmental & Occupational Health	http://www.science-metrix.com/fr/classification	Hygiène du travail et de l'environnement	L’hygiène du travail (ou «hygiène industrielle» aux États-Unis) est généralement définie comme l'art et la science consacrée à l'anticipation, la reconnaissance, l'évaluation, la communication et le contrôle des facteurs de stress environnementaux dus au lieu de travail et pouvant entraîner des blessures, une maladie, une atteinte physique, ou affectant le bien-être des travailleurs et des membres de la communauté		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-S1PZL8XH-8	"categories.scienceMetrix.raw:(""environmental & occupational health"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-JCX1S6Q1-4	Operations Research	http://www.science-metrix.com/fr/classification	Recherche opérationnelle	La recherche opérationnelle peut être définie comme l'ensemble des méthodes et techniques rationnelles orientées vers la recherche du meilleur choix dans la façon d'opérer en vue d'aboutir au résultat visé ou au meilleur résultat possible. 		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-H2XB88S4-N	"categories.scienceMetrix.raw:(""operations research"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-DJ399RVM-N	General Science & Technology	http://www.science-metrix.com/fr/classification	Science et technologie, général			General	General Science & Technology	https://inist-category.data.istex.fr/ark:/67375/RZL-T77W5X7G-9	"categories.scienceMetrix.raw:(""general science & technology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-MTJWD2DK-5	Ophthalmology & Optometry	http://www.science-metrix.com/fr/classification	Ophtalmologie et Optométrie	1)L’ophtalmologie est la branche de la médecine chargée du traitement des maladies de l’œil et de ses annexes. C’est une spécialité médico-chirurgicale. 2)Le terme optométrie vient des mots grecs ὄψις (opsis; « vue ») et μέτρον (metron; « quelque chose servant à mesurer », « mesure », « règle »). La racine du mot opto, est une forme abrégée dérivée du mot grec ophthalmos signifiant « l'œil ».  		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-C8SK3S75-4	"categories.scienceMetrix.raw:(""ophthalmology & optometry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-HXR0R8N1-R	Optics	http://www.science-metrix.com/fr/classification	Optique	L'optique est la branche de la physique qui traite de la lumière et de ses propriétés, du rayonnement électromagnétique, de la vision ainsi que les systèmes utilisant ou émettant de la lumière. Du fait de ses propriétés ondulatoires, le domaine de la lumière peut couvrir le lointain UV jusqu'au lointain IR en passant par les longueurs d'onde visibles. Ces propriétés recouvrent alors le domaine des ondes radio, micro-ondes, des rayons X et des radiations électromagnétiques. 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-VWNKS3HC-0	"categories.scienceMetrix.raw:(""optics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-FN0KS1V4-M	Ornithology	http://www.science-metrix.com/fr/classification	Ornithologie	L'ornithologie (du grec ancien ορνις [ornis], « oiseau » et λόγος [logos], « connaissance ») est la branche de la zoologie qui a pour objet l'étude des oiseaux. 		Biology		https://inist-category.data.istex.fr/ark:/67375/RZL-P2MZCDKR-K	"categories.scienceMetrix.raw:(""ornithology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-3ZCPGC9D-C	Social Work	http://www.science-metrix.com/fr/classification	Travail social			Social Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""social work"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-C4R3T3VB-3	Fluids & Plasmas	http://www.science-metrix.com/fr/classification	Fluides et plasmas	1)La mécanique des fluides est l’étude du comportement des fluides (liquides et gaz) et des forces internes associées. 2)La physique des plasmas est la branche de la physique qui étudie les propriétés, la dynamique et les applications des plasmas. Un plasma est une phase de la matière constituée de particules chargées, d'ions et d'électrons. 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-J18CZXDV-V	"categories.scienceMetrix.raw:(""fluids & plasmas"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-C6N540BT-Z	Orthopedics	http://www.science-metrix.com/fr/classification	Orthopédique	L'orthopédie est la spécialité chirurgicale qui a pour objet la prévention et la correction des affections de l'appareil locomoteur, qui recouvrent les déformations et les malformations des os, des articulations, desmuscles, des tendons et des nerfs. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-Z9H1ZZBN-8	"categories.scienceMetrix.raw:(""orthopedics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-Z02LMBW8-K	Emergency & Critical Care Medicine	http://www.science-metrix.com/fr/classification	Urgentologie et soins intensifs	La médecine d'urgence rassemble les ressources médicales et chirurgicales pour faire face à une urgence, c'est-à-dire la perception d'une situation où la personne sans soins empire rapidement, exposée au risque à bref délai de séquelles irréversibles ou du décès. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-MXP8RKNR-0	"categories.scienceMetrix.raw:(""emergency & critical care medicine"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-65HG7WFF-W	Otorhinolaryngology	http://www.science-metrix.com/fr/classification	Otorhinolaryngologie	L’oto-rhino-laryngologie ou otorhinolaryngologie (littéralement « étude de l'oreille, du nez et du larynx ») représente une branche de la médecine spécialisée dans le diagnostic et le traitement des troubles du nez, de la gorge, de l'oreille, et de la région tête et cou.		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-6NJ2MF11-C	"categories.scienceMetrix.raw:(""otorhinolaryngology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-MG10X04J-N	Veterinary Sciences	http://www.science-metrix.com/fr/classification	Sciences vétérinaires	La médecine vétérinaire est la branche de la médecine qui traite de la prévention, du diagnostic et du traitement des maladies, des troubles et des blessures chez les animaux non-humains. La portée de la médecine vétérinaire est large, couvrant toutes les espèces animales, à la fois domestiques et sauvages.		Agriculture, Fisheries & Forestry			"categories.scienceMetrix.raw:(""veterinary sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-D0Q1D8GH-8	Pharmacology & Pharmacy	http://www.science-metrix.com/fr/classification	Pharmacologie et Pharmacie	1)La pharmacologie est une discipline scientifique du vivant, subdivision de la biologie, qui étudie les mécanismes d'interaction entre une substance active et l'organisme dans lequel elle évolue, de façon à pouvoir ensuite utiliser ces résultats à des fins thérapeutiques, comme l'élaboration d'un médicament (principalement) ou son amélioration. 2)La pharmacie (du grec φάρμακον/pharmakôn signifiant à la fois le remède et le poison) est la science s'intéressant à la conception, au mode d'action, à la préparation et à la dispensation des médicaments. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-QV2P4V1L-8	"categories.scienceMetrix.raw:(""pharmacology & pharmacy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-2TD1P5BH-F	Philosophy	http://www.science-metrix.com/fr/classification	Philosophie	La philosophie, du grec ancien φιλοσοφία (composé de φιλεῖν, philein : « aimer » ; et de σοφία, sophia : « sagesse »)1, signifie littéralement : « l'amour de la sagesse ». C'est une activité et une discipline existant depuis l'Antiquité en Occident et en Orient, se présentant comme un questionnement, une interprétation et une réflexion sur le monde et l'existence humaine. 		Philosophy & Theology		https://inist-category.data.istex.fr/ark:/67375/RZL-KBJ580C8-F	"categories.scienceMetrix.raw:(""philosophy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
