uri;  ;Nom Etablissement;Description;Type d'Etablissement;Liste des ressources;Autre label;Modèle conceptuel;Site internet;Licence;Fournisseur d'identités;Créateur;Source fournisseur d'identités;Publication;Alignement dataBnf;Date de création;Adresse;Date de modification;Rue ;Ville;Pays;Code Postal
"uid:/ABES9WYIJACD3";"Ayants droit à l'usage d' ISTEX";"Université Paul Sabatier Toulouse 3";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ups-tlse.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibboleth.ups-tlse.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=a27fc6852a357bf3c571";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865820z";"30-08-2017";"";"31-07-2018";"118, route de Narbonne";"TOULOUSE - CEDEX 9";"France";"31062"
"uid:/ABES9XHCOF84F";"Ayants droit à l'usage d' ISTEX";"Université des Antilles";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-ag.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.univ-antilles.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=4b3d9f1e83c414a505a5";"Lodex team";"http://data.bnf.fr/ark:/12148/cb17124008f";"30-08-2017";"";"31-07-2018";"Campus de Fouillole, BP 250";"Pointe-à-Pitre Cedex";"France";"97157"
"uid:/ABES9XM70Z658";"Ayants droit à l'usage d' ISTEX";"Institut Catholique d'Etudes Supérieures";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://ices.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb122329967";"30-08-2017";"";"31-07-2018";"17, Boulevard des Belges, BP 691";"LA ROCHE SUR YON";"France";"85017"
"uid:/ABESA13I5Z6L9";"Ayants droit à l'usage d' ISTEX";"Institut d'études politiques de Bordeaux";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.sciencespobordeaux.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11864375m";"30-08-2017";"";"31-07-2018";"11, Allée Ausone";"PESSAC";"France";"33607"
"uid:/ABESA1GI3K3ZF";"Ayants droit à l'usage d' ISTEX";"Université Paris Sorbonne";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.sorbonne-paris-cite.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://vm-idp.paris-sorbonne.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c0aa98673733a4dc0da8";"Lodex team";"http://data.bnf.fr/ark:/12148/cb166158506";"30-08-2017";"";"31-07-2018";"28, rue Serpente";"PARIS";"France";"75006"
"uid:/ABESA1M1958SJ";"Ayants droit à l'usage d' ISTEX";"Bibliothèque Université Clermont Auvergne";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"Bibliothèque Clermont Université";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://bibliotheque.clermont-universite.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.uca.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=9bc17db9a61a25a1ab8d";"Lodex team";"";"30-08-2017";"";"31-07-2018";"1, boulevard Lafayette, BP 27";"CLERMONT-FERRAND - CEDEX 1";"France";"63001"
"uid:/ABESA1T7JY7RL";"Ayants droit à l'usage d' ISTEX";"Université Jean Monnet Saint Etienne – Bibliothèque Universitaire";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://scd.univ-st-etienne.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp-ng.univ-st-etienne.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=e9b1c64d4db45f83cce1";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118737583";"30-08-2017";"";"31-07-2018";"1, Rue Tréfilerie";"SAINT-ETIENNE - CEDEX 2";"France";"42023"
"uid:/ABESA4IMO9XD4";"Ayants droit à l'usage d' ISTEX";"CEREQ  Centre d'études et de recherche sur les qualifications";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.cereq.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp3.cereq.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c5c241ee58effe4f1615";"Lodex team";"";"30-08-2017";"";"31-07-2018";"10, place de la Joliette, BP 21321";"MARSEILLE - CEDEX 2";"France";"13567"
"uid:/ABESA6B5WHFAF";"Ayants droit à l'usage d' ISTEX";"École Nationale Supérieure de Création Industrielles - les ateliers";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ensci.com";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"48, rue Saint-Sabin";"PARIS";"France";"75011"
"uid:/ABESA894QS1BD";"Ayants droit à l'usage d' ISTEX";"École Nationale Supérieure d'Architecture de Toulouse";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.toulouse.archi.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"83, rue Aristide Maillol, BP 10629";"TOULOUSE - CEDEX 1";"France";"31106"
"uid:/ABESA9IDNH3UQ";"Ayants droit à l'usage d' ISTEX";"ECOLE DE L'AIR";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ecole-air.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb119855332";"30-08-2017";"";"31-07-2018";"Base aérienne 701";"SALON DE PROVENCE - CEDEX 13310";"France";"13300"
"uid:/ABESADN2TN9X8";"Ayants droit à l'usage d' ISTEX";"Université de Perpignan Via Domitia";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-perp.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://federation2.univ-perp.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c3dde8838e594e1d8210";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118657529";"30-08-2017";"";"31-07-2018";"52, avenue Paul-Alduy, BP 59939";"PERPIGNAN - CEDEX 9";"France";"66962"
"uid:/ABESAEA7CGBDS";"Ayants droit à l'usage d' ISTEX";"ISIT Institut de management et de communication interculturels";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Établissement d'enseignement supérieur privé d'intérêt général";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.isit-paris.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"23/25, avenue Jeanne d'Arc";"ARCUEIL";"France";"94110"
"uid:/ABESAEBA0Z2PY";"Ayants droit à l'usage d' ISTEX";"Institut Agronomique Méditerranéen de Montpellier";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.iamm.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11864344b";"30-08-2017";"";"31-07-2018";"3191, route de Mende";"MONTPELLIER - CEDEX 5";"France";"34093"
"uid:/ABESAHXKQE7PM";"Ayants droit à l'usage d' ISTEX";"ENSTA ParisTech";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.ensta-paristech.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibboleth.ensta.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=0357af2295794ac81b56";"Lodex team";"";"30-08-2017";"";"31-07-2018";"828, boulevard des maréchaux";"PALAISEAU";"France";"91762"
"uid:/ABESAMW6TFAW6";"Ayants droit à l'usage d' ISTEX";"École Centrale de Nantes";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ec-nantes.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibbov3-vm.ec-nantes.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=043a4334f7c2046b1886";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11994382p";"30-08-2017";"";"31-07-2018";"1, rue de la Noë, BP 92101";"NANTES - CEDEX 3";"France";"44321"
"uid:/ABESAMYEZZIKG";"Ayants droit à l'usage d' ISTEX";"CHU de la REUNION";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Hôpitaux universitaires";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.chu-reunion.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"11, rue de l'Hôpital";"SAINT-PAUL";"France";"97460"
"uid:/ABESAXC2B5AHV";"Ayants droit à l'usage d' ISTEX";"Conservatoire national des arts et métiers";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.cnam.fr/bibliotheque";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11863324g";"30-08-2017";"";"31-07-2018";"Bibliothèque centrale - Case 4 - DCST2 - 292, rue Saint-Martin";"PARIS - CEDEX 3";"France";"75141"
"uid:/ABESAXR5PCFZT";"Ayants droit à l'usage d' ISTEX";"Université de Bretagne Sud";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-ubs.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:univ-ubs.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=7cd8b4952633edd0d039";"Lodex team";"http://data.bnf.fr/ark:/12148/cb133403133";"30-08-2017";"";"31-07-2018";"25, rue Armand Guillemot, BP 92116";"LORIENT";"France";"56321"
"uid:/ABESAZPCN1HEO";"Ayants droit à l'usage d' ISTEX";"IRSTEA";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.irstea.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.irstea.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=b648d8a2340ad04f032f";"Lodex team";"http://data.bnf.fr/ark:/12148/cb165741178";"30-08-2017";"";"31-07-2018";"1, rue Pierre Gilles de Gennes";"ANTONY";"France";"92761"
"uid:/ABESB5691C1HK";"Ayants droit à l'usage d' ISTEX";"Centre hospitalier Sainte-Anne";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Centre hospitalier";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ch-sainte-anne.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118806887";"30-08-2017";"";"31-07-2018";"1, rue Cabanis";"PARIS - CEDEX 14";"France";"75674"
"uid:/ABESB5ZNZGLK4";"Ayants droit à l'usage d' ISTEX";"Ecole Normale Supérieure Paris";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ens.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.ens.fr/idp/idp";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=d0bed84dd06191c41012";"Lodex team";"http://data.bnf.fr/ark:/12148/cb122897952";"30-08-2017";"";"31-07-2018";"45, rue d'Ulm";"PARIS - CEDEX 5";"France";"75230"
"uid:/ABESB9YIO4FCG";"Ayants droit à l'usage d' ISTEX";"Centre Hospitalier Métropole Savoie";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ch-metropole-savoie.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"Place Lucien Biset, BP 31125";"CHAMBERY";"France";"73011"
"uid:/ABESBDX5TX7WU";"Ayants droit à l'usage d' ISTEX";"Centre Hospitalier Universitaire de Tours";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Hôpitaux universitaires";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.chu-tours.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"2, boulevard Tonnellé";"TOURS - CEDEX 9";"France";"37044"
"uid:/ABESBHDDB7B8G";"Ayants droit à l'usage d' ISTEX";"Université Catholique de Lille";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-catholille.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11880245v";"30-08-2017";"";"31-07-2018";"60, Boulevard Vauban, CS 40109";"LILLE";"France";"59016"
"uid:/ABESBHH1IY5Y8";"Ayants droit à l'usage d' ISTEX";"Université d'Angers";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-angers.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:univ-angers.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=ee208adedf5011b8dbf5";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865690k";"30-08-2017";"";"31-07-2018";"57, quai Félix Faure, CS 40053";"ANGERS - CEDEX 2";"France";"49055"
"uid:/ABESBLUKADAI3";"Ayants droit à l'usage d' ISTEX";"Institut de Formation en Soins Infirmiers / Centre Hospitalier Charles Perrens";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles de formation spécialisée";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://iform.ch-perrens.fr/-IFSI-";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"121 rue de la Béchade, CS 81285";"BORDEAUX";"France";"33076"
"uid:/ABESBPO4HV3OB";"Ayants droit à l'usage d' ISTEX";"Institut de formation en soins infirmiers du Rouvray";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles de formation spécialisée";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ch-lerouvray.fr/Ifsi/ifsi.html";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"4 rue Paul Eluard, BP 45";"SOTTEVILLE-LES-ROUEN";"France";"76301"
"uid:/ABESBPT7OWKNM";"Ayants droit à l'usage d' ISTEX";"Institut Catholique de Paris";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.icp.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11869928z";"30-08-2017";"";"31-07-2018";"21, rue d'Assas 75006 Paris";"PARIS";"France";"75006"
"uid:/ABESBW1QOF7X4";"Ayants droit à l'usage d' ISTEX";"Institut de Formation en Soins Infirmiers de Carcassonne";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles de formation spécialisée";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ch-carcassonne.fr/ifsi.html";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"IFSI-CH Antoine Gayraud, Route de Saint Hilaire";"CARCASSONNE";"France";"11890"
