uri;  ;Nom Etablissement;Description;Type d'Etablissement;Liste des ressources;Autre label;Modèle conceptuel;Site internet;Licence;Fournisseur d'identités;Créateur;Source fournisseur d'identités;Publication;Alignement dataBnf;Date de création;Adresse;Date de modification;Rue ;Ville;Pays;Code Postal
"uid:/ABES1584HP4PA";"Ayants droit à l'usage d' ISTEX";"ISARA-Lyon";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.isara.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"23, rue Jean Baldassinin";"LYON - CEDEX 7";"France";"69364"
"uid:/ABES1BW1D18GT";"Ayants droit à l'usage d' ISTEX";"Groupe Sup de Co La Rochelle";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles de management";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.esc-larochelle.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"102 rue de coureilles";"LA ROCHELLE -CEDEX 2";"France";"17024"
"uid:/ABES1CECJFVN4";"Ayants droit à l'usage d' ISTEX";"École française d'Extrême Orient";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.efeo.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118755461";"30-08-2017";"";"31-07-2018";"22, avenue du Président Wilson";"PARIS";"France";"75116"
"uid:/ABES1DFEJD1V1";"Ayants droit à l'usage d' ISTEX";"Bibliothèque Diderot de Lyon - ENS de Lyon";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.bibliotheque-diderot.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.ens-lyon.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=26137881d5dc56b6b450";"Lodex team";"";"30-08-2017";"";"31-07-2018";"15, parvis René Descartes, BP 7000";"LYON - CEDEX 7";"France";"69342"
"uid:/ABES1DT9EP6P7";"Ayants droit à l'usage d' ISTEX";"Université de Tours";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"Université François-Rabelais de Tours";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-tours.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.univ-tours.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=44d07e0d06d39518dba4";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865804q";"30-08-2017";"";"31-07-2018";"60, rue du Plat d'Etain, BP 12050";"TOURS - CEDEX 1";"France";"37020"
"uid:/ABES1FL90SAB7";"Ayants droit à l'usage d' ISTEX";"Montpellier SupAgro";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"www.montpellier-supagro.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.supagro.fr/idp";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=bef148d89458d1b4ce5b";"Lodex team";"http://data.bnf.fr/ark:/12148/cb15808732q";"30-08-2017";"";"31-07-2018";"2, place Viala";"MONTPELLIER - CEDEX 2";"France";"34060"
"uid:/ABES1GEH9CC8M";"Ayants droit à l'usage d' ISTEX";"TBS- TOULOUSE BUSINESS SCHOOL";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.esc-toulouse.fr/fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12157764h";"30-08-2017";"";"31-07-2018";"20, bd Lascrosses, BP 7010";"TOULOUSE - CEDEX 7";"France";"31068"
"uid:/ABES1I4LRRK7A";"Ayants droit à l'usage d' ISTEX";"The American University of Paris";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.aup.edu";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb122021743";"30-08-2017";"";"31-07-2018";"Bibliothèque AUP - 9, rue de Monttessuy";"PARIS";"France";"75007"
"uid:/ABES1IQI3JBHT";"Ayants droit à l'usage d' ISTEX";"Ecole normale supérieure de Rennes";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ens-rennes.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"Avenue Robert Schuman, Campus de Ker Lann";"BRUZ";"France";"35170"
"uid:/ABES1KW8NY88T";"Ayants droit à l'usage d' ISTEX";"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE NIMES";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Hôpitaux universitaires";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.chu-nimes.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb121699266";"30-08-2017";"";"31-07-2018";"Place du Professeur Robert Debré";"NIMES - CEDEX 9";"France";"30029"
"uid:/ABES1QM2KBCI9";"Ayants droit à l'usage d' ISTEX";"EHESS Ecole des Hautes Etudes en Sciences Sociales";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ehess.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.ehess.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c95684e51e2273bdae09";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118634582";"30-08-2017";"";"31-07-2018";"190-198, avenue de France";"PARIS - CEDEX 13";"France";"75244"
"uid:/ABES1QQFTQFEE";"Ayants droit à l'usage d' ISTEX";"Fondation EFOM Boris DOLTO";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Fondations";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.efom.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"118bis, rue de Javel";"PARIS";"France";"75015"
"uid:/ABES2CH7UPHFA";"Ayants droit à l'usage d' ISTEX";"ECOLE NATIONALE DES MINES ALBI";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.enstimac.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shib.mines-albi.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=5716b2eb2e3dacb60b94";"Lodex team";"http://data.bnf.fr/ark:/12148/cb13320518z";"30-08-2017";"";"31-07-2018";"CAMPUS JARLARD";"ALBI - CEDEX 9";"France";"81013"
"uid:/ABES2DOIRE2DF";"Ayants droit à l'usage d' ISTEX";"Université de Technologie de Troyes";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.utt.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:utt.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=6317a197d67db2856bbe";"Lodex team";"http://data.bnf.fr/ark:/12148/cb136102022";"30-08-2017";"";"31-07-2018";"12, rue Marie Curie, BP 2058";"TROYES - CEDEX 1";"France";"10011"
"uid:/ABES2GN8NQAA2";"Ayants droit à l'usage d' ISTEX";"EPF";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.epf.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb128100857";"30-08-2017";"";"31-07-2018";"3 bis rue Lakanal";"SCEAUX";"France";"92330"
"uid:/ABES2IJ1Q7DNC";"Ayants droit à l'usage d' ISTEX";"Université Toulouse 1 Capitole";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-tlse1.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.ut-capitole.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=0dde129df680180aa929";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118657978";"30-08-2017";"";"31-07-2018";"2, rue du Doyen-Gabriel-Marty";"TOULOUSE - CEDEX 9";"France";"31042"
"uid:/ABES2JOFTGCID";"Ayants droit à l'usage d' ISTEX";"Université de La Réunion";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-reunion.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:univ-reunion.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=3f04fa3637e3b33e76c6";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865803c";"30-08-2017";"";"31-07-2018";"15, avenue René Cassin, CS 92003";"ST DENIS - CEDEX 9";"France";"97744"
"uid:/ABES2LC9J8H32";"Ayants droit à l'usage d' ISTEX";"Université de Lorraine";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-lorraine.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.univ-lorraine.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=6542b4a8f66e1fb72012";"Lodex team";"http://data.bnf.fr/ark:/12148/cb16651560j";"30-08-2017";"";"31-07-2018";"34, Cours Léopold, CS 25233";"NANCY - CEDEX 1";"France";"54052"
"uid:/ABES2LY3NK8WQ";"Ayants droit à l'usage d' ISTEX";"Institut de Formation en Soins Infirmiers de Narbonne IFSI";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.infirmiers.com/concours-ifsi-infirmier/dates-concours-ifsi/ifsi-du-centre-hospitalier-de-narbonne.html";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"12, quai Dillon, BP 824";"NARBONNE";"France";"11108"
"uid:/ABES2MG81A1ZR";"Ayants droit à l'usage d' ISTEX";"École Nationale Supérieure des Mines de Saint-Etienne";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.mines-stetienne.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibbo.emse.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=120c9b658bcb02d0f851";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11433257v";"30-08-2017";"";"31-07-2018";"158, cours Fauriel";"SAINT-ETIENNE - CEDEX 2";"France";"42023"
"uid:/ABES2PW71U8OR";"Ayants droit à l'usage d' ISTEX";"Université des Sciences et technologie de Lille I";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-lille1.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.univ-lille.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=608c8093b8791a16bc01";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865784x";"30-08-2017";"";"31-07-2018";"Cité scientifique";"VILLENEUVE D'ASCQ - CEDEX 1";"France";"59655"
"uid:/ABES2QUI6X6T6";"Ayants droit à l'usage d' ISTEX";"Université de Limoges - Service Commun de Documentation";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.unilim.fr/scd/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:unilim.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=037f71d437aa037f2519";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12387651v";"30-08-2017";"";"31-07-2018";"SCD, 39C, rue Camille Guérin";"LIMOGES";"France";"87031"
"uid:/ABES3CA3OD4HA";"Ayants droit à l'usage d' ISTEX";"Château de Versailles";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";;"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.chateauversailles-recherche.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";;"ISTEX";;"Lodex team";"http://data.bnf.fr/ark:/12148/cb155715076";"30-08-2017";;"31-07-2018";"1, rue de indépendance américaine, R.P. 834";"Versailles CEDEX";"France";"78008"
"uid:/ABES3CC1VO3LL";"Ayants droit à l'usage d' ISTEX";"ENSAIT  Ecole Nationale Supérieure des Arts et Industries Textiles";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ensait.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.ensait.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=a8e712490a771a13f8bc";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12113893k";"30-08-2017";"";"31-07-2018";"2, allée Louise et Victor Champier, BP 30329";"ROUBAIX - CEDEX 01";"France";"59056"
"uid:/ABES3CL4CWDR4";"Ayants droit à l'usage d' ISTEX";"ONERA  (IST)";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"ONERA - Office national d'études et de recherches aérospatiales";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.onera.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118777431";"30-08-2017";"";"31-07-2018";"29, avenue de la division Leclerc, BP 72";"CHATILLON - CEDEX 1";"France";"92322"
"uid:/ABES3CO7TDE3H";"Ayants droit à l'usage d' ISTEX";"Université Claude Bernard (Lyon 1)";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-lyon1.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:univ-lyon1.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=ba308926901842d96657";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118656850";"30-08-2017";"";"31-07-2018";"20, avenue Gaston Berger, Domaine de la Doua, BP 72215";"VILLEURBANNE";"France";"69622"
"uid:/ABES3CR6PW4KU";"Ayants droit à l'usage d' ISTEX";"INRA Institut National de la Recherche Agronomique";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"EPIC/EPST";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.inra.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.inra.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=d0407254944bcbc3a8d1";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118645128";"30-08-2017";"";"31-07-2018";"DIST - RD10, Route de Saint-Cyr";"VERSAILLES";"France";"78000"
"uid:/ABES3EM5QO8L5";"Ayants droit à l'usage d' ISTEX";"Institut de France";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Grands établissements publics";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.institut-de-france.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11864390h";"30-08-2017";"";"31-07-2018";"23, quai de Conti, CS 90618";"PARIS - CEDEX 6";"France";"75270"
"uid:/ABES3I3GGVFRC";"Ayants droit à l'usage d' ISTEX";"Bibliothèque Universitaire des Langues et Civilisations BULAC";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"GIP";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.bulac.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb15885504v";"30-08-2017";"";"31-07-2018";"65, rue des Grands Moulins";"PARIS";"France";"75013"
